Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	HPMR.Ligand	HPMR.Receptor	PMID.Manual	Pair.Source	Pair.Evidence
FARP2_PLXNA1	FARP2	FERM, RhoGEF and pleckstrin domain protein 2	PLXNA1	plexin A1					STRING.binding			PLXNA1		novel	putative
FARP2_PLXNA2	FARP2	FERM, RhoGEF and pleckstrin domain protein 2	PLXNA2	plexin A2					STRING.binding			PLXNA2		novel	putative
FARP2_PLXNA3	FARP2	FERM, RhoGEF and pleckstrin domain protein 2	PLXNA3	plexin A3					STRING.binding			PLXNA3		novel	putative
FARP2_PLXNA4	FARP2	FERM, RhoGEF and pleckstrin domain protein 2	PLXNA4	plexin A4					STRING.binding			PLXNA4		novel	putative
FASLG_FAS	FASLG	Fas ligand (TNF superfamily, member 6)	FAS	Fas cell surface death receptor	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	FASLG	FAS		known	literature supported
FASLG_TNFRSF1A	FASLG	Fas ligand (TNF superfamily, member 6)	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A					STRING.binding	STRING.experiment	FASLG	TNFRSF1A		novel	putative
FASLG_TNFRSF6B	FASLG	Fas ligand (TNF superfamily, member 6)	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FASLG	TNFRSF6B		known	literature supported
FAT4_DCHS1	FAT4	FAT atypical cadherin 4	DCHS1	dachsous cadherin-related 1					STRING.binding				24056717, 21303848	novel	literature supported
FBLN1_ITGB1	FBLN1	fibulin 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)				HPRD				ITGB1		novel	literature supported
FBLN2_ITGB3	FBLN2	fibulin 2	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)				HPRD				ITGB3		novel	literature supported
FBN1_ITGA5	FBN1	fibrillin 1	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)					STRING.binding			ITGA5	20686071	novel	literature supported
FBN1_ITGAV	FBN1	fibrillin 1	ITGAV	integrin, alpha V					STRING.binding			ITGAV	20686071	novel	literature supported
FBN1_ITGB1	FBN1	fibrillin 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)					STRING.binding			ITGB1	20686071	novel	literature supported
FBN1_ITGB3	FBN1	fibrillin 1	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)									20686071	novel	literature supported
FBN1_ITGB6	FBN1	fibrillin 1	ITGB6	integrin, beta 6					STRING.binding			ITGB6		novel	putative
FCN2_LRP1	FCN2	ficolin (collagen/fibrinogen domain containing lectin) 2	LRP1	low density lipoprotein receptor-related protein 1									21054788	novel	literature supported
FGA_CDH5	FGA	fibrinogen alpha chain	CDH5	cadherin 5, type 2 (vascular endothelium)				HPRD			FGA			novel	literature supported
FGA_ITGA2B	FGA	fibrinogen alpha chain	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)				HPRD	STRING.binding		FGA	ITGA2B		novel	literature supported
FGA_ITGA5	FGA	fibrinogen alpha chain	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)					STRING.binding		FGA	ITGA5	15031111	novel	literature supported
FGA_ITGAD	FGA	fibrinogen alpha chain	ITGAD	integrin, alpha D					STRING.binding		FGA	ITGAD		novel	putative
FGA_ITGAM	FGA	fibrinogen alpha chain	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)					STRING.binding		FGA	ITGAM	16601240	novel	literature supported
FGA_ITGAV	FGA	fibrinogen alpha chain	ITGAV	integrin, alpha V					STRING.binding		FGA	ITGAV	15031111	novel	literature supported
FGA_ITGAX	FGA	fibrinogen alpha chain	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)		HPMR			STRING.binding		FGA	ITGAX		known	literature supported
FGA_ITGB1	FGA	fibrinogen alpha chain	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)					STRING.binding		FGA	ITGB1	15031111	novel	literature supported
FGA_ITGB2	FGA	fibrinogen alpha chain	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)		HPMR			STRING.binding		FGA	ITGB2		known	literature supported
FGA_ITGB3	FGA	fibrinogen alpha chain	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)				HPRD			FGA	ITGB3		novel	literature supported
FGA_PLAUR	FGA	fibrinogen alpha chain	PLAUR	plasminogen activator, urokinase receptor					STRING.binding		FGA	PLAUR		novel	putative
FGB_ITGA2B	FGB	fibrinogen beta chain	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)									2018974	novel	literature supported
FGB_ITGA5	FGB	fibrinogen beta chain	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)									15031111	novel	literature supported
FGB_ITGAM	FGB	fibrinogen beta chain	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)									16601240	novel	literature supported
FGB_ITGAV	FGB	fibrinogen beta chain	ITGAV	integrin, alpha V									15031111	novel	literature supported
FGB_ITGB1	FGB	fibrinogen beta chain	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)									15031111	novel	literature supported
FGB_ITGB2	FGB	fibrinogen beta chain	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)									16601240	novel	literature supported
FGF10_FGFR1	FGF10	fibroblast growth factor 10	FGFR1	fibroblast growth factor receptor 1	DLRP						FGF10	FGFR1		known	putative
FGF10_FGFR2	FGF10	fibroblast growth factor 10	FGFR2	fibroblast growth factor receptor 2	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FGF10	FGFR2		known	literature supported
FGF10_FGFR3	FGF10	fibroblast growth factor 10	FGFR3	fibroblast growth factor receptor 3	DLRP						FGF10	FGFR3		known	putative
FGF10_FGFR4	FGF10	fibroblast growth factor 10	FGFR4	fibroblast growth factor receptor 4	DLRP						FGF10	FGFR4		known	putative
FGF11_FGFR1	FGF11	fibroblast growth factor 11	FGFR1	fibroblast growth factor receptor 1	DLRP						FGF11	FGFR1		known	putative
FGF11_FGFR2	FGF11	fibroblast growth factor 11	FGFR2	fibroblast growth factor receptor 2	DLRP						FGF11	FGFR2		known	putative
FGF11_FGFR3	FGF11	fibroblast growth factor 11	FGFR3	fibroblast growth factor receptor 3	DLRP						FGF11	FGFR3		known	putative
FGF11_FGFR4	FGF11	fibroblast growth factor 11	FGFR4	fibroblast growth factor receptor 4	DLRP						FGF11	FGFR4		known	putative
FGF12_FGFR1	FGF12	fibroblast growth factor 12	FGFR1	fibroblast growth factor receptor 1	DLRP						FGF12	FGFR1		known	putative
FGF12_FGFR2	FGF12	fibroblast growth factor 12	FGFR2	fibroblast growth factor receptor 2	DLRP						FGF12	FGFR2		known	putative
FGF12_FGFR3	FGF12	fibroblast growth factor 12	FGFR3	fibroblast growth factor receptor 3	DLRP						FGF12	FGFR3		known	putative
FGF12_FGFR4	FGF12	fibroblast growth factor 12	FGFR4	fibroblast growth factor receptor 4	DLRP						FGF12	FGFR4		known	putative
FGF13_EGFR	FGF13	fibroblast growth factor 13	EGFR	epidermal growth factor receptor					STRING.binding		FGF13	EGFR		novel	putative
FGF13_FGFR1	FGF13	fibroblast growth factor 13	FGFR1	fibroblast growth factor receptor 1	DLRP						FGF13	FGFR1		known	putative
FGF13_FGFR2	FGF13	fibroblast growth factor 13	FGFR2	fibroblast growth factor receptor 2	DLRP						FGF13	FGFR2		known	putative
FGF13_FGFR3	FGF13	fibroblast growth factor 13	FGFR3	fibroblast growth factor receptor 3	DLRP						FGF13	FGFR3		known	putative
FGF13_FGFR4	FGF13	fibroblast growth factor 13	FGFR4	fibroblast growth factor receptor 4	DLRP						FGF13	FGFR4		known	putative
FGF13_SCN5A	FGF13	fibroblast growth factor 13	SCN5A	sodium channel, voltage-gated, type V, alpha subunit									21817159	novel	literature supported
FGF13_SCN8A	FGF13	fibroblast growth factor 13	SCN8A	sodium channel, voltage gated, type VIII, alpha subunit				HPRD			FGF13			novel	literature supported
FGF14_FGFR1	FGF14	fibroblast growth factor 14	FGFR1	fibroblast growth factor receptor 1	DLRP						FGF14	FGFR1		known	putative
FGF14_FGFR2	FGF14	fibroblast growth factor 14	FGFR2	fibroblast growth factor receptor 2	DLRP						FGF14	FGFR2		known	putative
FGF14_FGFR3	FGF14	fibroblast growth factor 14	FGFR3	fibroblast growth factor receptor 3	DLRP						FGF14	FGFR3		known	putative
FGF14_FGFR4	FGF14	fibroblast growth factor 14	FGFR4	fibroblast growth factor receptor 4	DLRP						FGF14	FGFR4		known	putative
FGF16_FGFR1	FGF16	fibroblast growth factor 16	FGFR1	fibroblast growth factor receptor 1	DLRP						FGF16	FGFR1		known	putative
FGF16_FGFR2	FGF16	fibroblast growth factor 16	FGFR2	fibroblast growth factor receptor 2	DLRP						FGF16	FGFR2	16597617	known	literature supported
FGF16_FGFR3	FGF16	fibroblast growth factor 16	FGFR3	fibroblast growth factor receptor 3	DLRP						FGF16	FGFR3	16597617	known	literature supported
FGF16_FGFR4	FGF16	fibroblast growth factor 16	FGFR4	fibroblast growth factor receptor 4	DLRP						FGF16	FGFR4	16597617	known	literature supported
FGF17_FGFR1	FGF17	fibroblast growth factor 17	FGFR1	fibroblast growth factor receptor 1	DLRP			HPRD			FGF17	FGFR1		known	literature supported
FGF17_FGFR2	FGF17	fibroblast growth factor 17	FGFR2	fibroblast growth factor receptor 2	DLRP			HPRD			FGF17	FGFR2		known	literature supported
FGF17_FGFR3	FGF17	fibroblast growth factor 17	FGFR3	fibroblast growth factor receptor 3	DLRP			HPRD			FGF17	FGFR3		known	literature supported
FGF17_FGFR4	FGF17	fibroblast growth factor 17	FGFR4	fibroblast growth factor receptor 4	DLRP			HPRD			FGF17	FGFR4		known	literature supported
FGF18_FGFR1	FGF18	fibroblast growth factor 18	FGFR1	fibroblast growth factor receptor 1	DLRP			HPRD			FGF18	FGFR1		known	literature supported
FGF18_FGFR2	FGF18	fibroblast growth factor 18	FGFR2	fibroblast growth factor receptor 2	DLRP			HPRD			FGF18	FGFR2		known	literature supported
FGF18_FGFR3	FGF18	fibroblast growth factor 18	FGFR3	fibroblast growth factor receptor 3	DLRP	HPMR		HPRD			FGF18	FGFR3		known	literature supported
FGF18_FGFR4	FGF18	fibroblast growth factor 18	FGFR4	fibroblast growth factor receptor 4	DLRP			HPRD	STRING.binding		FGF18	FGFR4		known	literature supported
FGF19_FGFR1	FGF19	fibroblast growth factor 19	FGFR1	fibroblast growth factor receptor 1	DLRP						FGF19	FGFR1	16597617	known	literature supported
FGF19_FGFR2	FGF19	fibroblast growth factor 19	FGFR2	fibroblast growth factor receptor 2	DLRP						FGF19	FGFR2	16597617	known	literature supported
FGF19_FGFR3	FGF19	fibroblast growth factor 19	FGFR3	fibroblast growth factor receptor 3	DLRP						FGF19	FGFR3	16597617	known	literature supported
FGF19_FGFR4	FGF19	fibroblast growth factor 19	FGFR4	fibroblast growth factor receptor 4	DLRP	HPMR		HPRD	STRING.binding		FGF19	FGFR4		known	literature supported
FGF19_KLB	FGF19	fibroblast growth factor 19	KLB	klotho beta									22442730	novel	literature supported
FGF1_CD44	FGF1	fibroblast growth factor 1 (acidic)	CD44	CD44 molecule (Indian blood group)					STRING.binding		FGF1	CD44		novel	putative
FGF1_EGFR	FGF1	fibroblast growth factor 1 (acidic)	EGFR	epidermal growth factor receptor					STRING.binding		FGF1	EGFR		novel	putative
FGF1_FGFR1	FGF1	fibroblast growth factor 1 (acidic)	FGFR1	fibroblast growth factor receptor 1	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FGF1	FGFR1		known	literature supported
FGF1_FGFR2	FGF1	fibroblast growth factor 1 (acidic)	FGFR2	fibroblast growth factor receptor 2	DLRP			HPRD	STRING.binding	STRING.experiment	FGF1	FGFR2		known	literature supported
FGF1_FGFR3	FGF1	fibroblast growth factor 1 (acidic)	FGFR3	fibroblast growth factor receptor 3	DLRP			HPRD	STRING.binding	STRING.experiment	FGF1	FGFR3		known	literature supported
FGF1_FGFR4	FGF1	fibroblast growth factor 1 (acidic)	FGFR4	fibroblast growth factor receptor 4	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FGF1	FGFR4		known	literature supported
FGF1_FGFRL1	FGF1	fibroblast growth factor 1 (acidic)	FGFRL1	fibroblast growth factor receptor-like 1					STRING.binding		FGF1	FGFRL1		novel	putative
FGF1_NRP1	FGF1	fibroblast growth factor 1 (acidic)	NRP1	neuropilin 1				HPRD			FGF1	NRP1		novel	literature supported
FGF20_FGFR4	FGF20	fibroblast growth factor 20	FGFR4	fibroblast growth factor receptor 4					STRING.binding		FGF20	FGFR4	15621532	novel	literature supported
FGF21_FGFR2	FGF21	fibroblast growth factor 21	FGFR2	fibroblast growth factor receptor 2					STRING.binding		FGF21	FGFR2		novel	putative
FGF21_FGFR4	FGF21	fibroblast growth factor 21	FGFR4	fibroblast growth factor receptor 4					STRING.binding		FGF21	FGFR4	22442730	novel	literature supported
FGF22_FGFR2	FGF22	fibroblast growth factor 22	FGFR2	fibroblast growth factor receptor 2		HPMR					FGF22	FGFR2		known	literature supported
FGF23_FGFR1	FGF23	fibroblast growth factor 23	FGFR1	fibroblast growth factor receptor 1		HPMR				STRING.experiment	FGF23	FGFR1		known	literature supported
FGF23_FGFR2	FGF23	fibroblast growth factor 23	FGFR2	fibroblast growth factor receptor 2		HPMR		HPRD			FGF23	FGFR2		known	literature supported
FGF23_FGFR3	FGF23	fibroblast growth factor 23	FGFR3	fibroblast growth factor receptor 3				HPRD			FGF23	FGFR3		novel	literature supported
FGF23_FGFR4	FGF23	fibroblast growth factor 23	FGFR4	fibroblast growth factor receptor 4		HPMR			STRING.binding		FGF23	FGFR4		known	literature supported
FGF23_PHEX	FGF23	fibroblast growth factor 23	PHEX	phosphate regulating endopeptidase homolog, X-linked				HPRD	STRING.binding		FGF23			novel	literature supported
FGF2_CD44	FGF2	fibroblast growth factor 2 (basic)	CD44	CD44 molecule (Indian blood group)				HPRD			FGF2	CD44		novel	literature supported
FGF2_FGFR1	FGF2	fibroblast growth factor 2 (basic)	FGFR1	fibroblast growth factor receptor 1	DLRP			HPRD	STRING.binding	STRING.experiment	FGF2	FGFR1		known	literature supported
FGF2_FGFR2	FGF2	fibroblast growth factor 2 (basic)	FGFR2	fibroblast growth factor receptor 2	DLRP	HPMR			STRING.binding	STRING.experiment	FGF2	FGFR2		known	literature supported
FGF2_FGFR3	FGF2	fibroblast growth factor 2 (basic)	FGFR3	fibroblast growth factor receptor 3	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FGF2	FGFR3		known	literature supported
FGF2_FGFR4	FGF2	fibroblast growth factor 2 (basic)	FGFR4	fibroblast growth factor receptor 4	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FGF2	FGFR4		known	literature supported
FGF2_FGFRL1	FGF2	fibroblast growth factor 2 (basic)	FGFRL1	fibroblast growth factor receptor-like 1				HPRD			FGF2	FGFRL1		novel	literature supported
FGF2_GPC4	FGF2	fibroblast growth factor 2 (basic)	GPC4	glypican 4				HPRD			FGF2			novel	literature supported
FGF2_NRP1	FGF2	fibroblast growth factor 2 (basic)	NRP1	neuropilin 1				HPRD			FGF2	NRP1		novel	literature supported
FGF2_SDC1	FGF2	fibroblast growth factor 2 (basic)	SDC1	syndecan 1				HPRD	STRING.binding		FGF2	SDC1		novel	literature supported
FGF2_SDC2	FGF2	fibroblast growth factor 2 (basic)	SDC2	syndecan 2		HPMR		HPRD	STRING.binding		FGF2	SDC2		known	literature supported
FGF2_SDC3	FGF2	fibroblast growth factor 2 (basic)	SDC3	syndecan 3				HPRD	STRING.binding	STRING.experiment	FGF2	SDC3		novel	literature supported
FGF2_SDC4	FGF2	fibroblast growth factor 2 (basic)	SDC4	syndecan 4		HPMR					FGF2	SDC4		known	literature supported
FGF3_FGFR1	FGF3	fibroblast growth factor 3	FGFR1	fibroblast growth factor receptor 1	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FGF3	FGFR1		known	literature supported
FGF3_FGFR2	FGF3	fibroblast growth factor 3	FGFR2	fibroblast growth factor receptor 2	DLRP	HPMR		HPRD		STRING.experiment	FGF3	FGFR2		known	literature supported
FGF3_FGFR3	FGF3	fibroblast growth factor 3	FGFR3	fibroblast growth factor receptor 3				HPRD		STRING.experiment	FGF3	FGFR3		novel	literature supported
FGF3_FGFR4	FGF3	fibroblast growth factor 3	FGFR4	fibroblast growth factor receptor 4				HPRD		STRING.experiment	FGF3	FGFR4		novel	literature supported
FGF4_FGFR1	FGF4	fibroblast growth factor 4	FGFR1	fibroblast growth factor receptor 1	DLRP	HPMR		HPRD			FGF4	FGFR1		known	literature supported
FGF4_FGFR2	FGF4	fibroblast growth factor 4	FGFR2	fibroblast growth factor receptor 2	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FGF4	FGFR2		known	literature supported
FGF4_FGFR3	FGF4	fibroblast growth factor 4	FGFR3	fibroblast growth factor receptor 3	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FGF4	FGFR3		known	literature supported
FGF4_FGFR4	FGF4	fibroblast growth factor 4	FGFR4	fibroblast growth factor receptor 4	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FGF4	FGFR4		known	literature supported
FGF4_NRP1	FGF4	fibroblast growth factor 4	NRP1	neuropilin 1				HPRD			FGF4	NRP1		novel	literature supported
FGF5_FGFR1	FGF5	fibroblast growth factor 5	FGFR1	fibroblast growth factor receptor 1	DLRP	HPMR		HPRD			FGF5	FGFR1		known	literature supported
FGF5_FGFR2	FGF5	fibroblast growth factor 5	FGFR2	fibroblast growth factor receptor 2	DLRP	HPMR		HPRD			FGF5	FGFR2		known	literature supported
FGF5_FGFR3	FGF5	fibroblast growth factor 5	FGFR3	fibroblast growth factor receptor 3	DLRP			HPRD		STRING.experiment	FGF5	FGFR3		known	literature supported
FGF5_FGFR4	FGF5	fibroblast growth factor 5	FGFR4	fibroblast growth factor receptor 4		HPMR		HPRD		STRING.experiment	FGF5	FGFR4		known	literature supported
FGF6_FGFR1	FGF6	fibroblast growth factor 6	FGFR1	fibroblast growth factor receptor 1	DLRP			HPRD	STRING.binding	STRING.experiment	FGF6	FGFR1		known	literature supported
FGF6_FGFR2	FGF6	fibroblast growth factor 6	FGFR2	fibroblast growth factor receptor 2	DLRP			HPRD		STRING.experiment	FGF6	FGFR2		known	literature supported
FGF6_FGFR3	FGF6	fibroblast growth factor 6	FGFR3	fibroblast growth factor receptor 3				HPRD		STRING.experiment	FGF6	FGFR3		novel	literature supported
FGF6_FGFR4	FGF6	fibroblast growth factor 6	FGFR4	fibroblast growth factor receptor 4	DLRP	HPMR		HPRD	STRING.binding		FGF6	FGFR4		known	literature supported
FGF6_SDC4	FGF6	fibroblast growth factor 6	SDC4	syndecan 4					STRING.binding		FGF6	SDC4		novel	putative
FGF7_FGFR1	FGF7	fibroblast growth factor 7	FGFR1	fibroblast growth factor receptor 1				HPRD		STRING.experiment	FGF7	FGFR1		novel	literature supported
FGF7_FGFR2	FGF7	fibroblast growth factor 7	FGFR2	fibroblast growth factor receptor 2	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FGF7	FGFR2		known	literature supported
FGF7_FGFR3	FGF7	fibroblast growth factor 7	FGFR3	fibroblast growth factor receptor 3				HPRD	STRING.binding	STRING.experiment	FGF7	FGFR3		novel	literature supported
FGF7_FGFR4	FGF7	fibroblast growth factor 7	FGFR4	fibroblast growth factor receptor 4				HPRD			FGF7	FGFR4		novel	literature supported
FGF7_NRP1	FGF7	fibroblast growth factor 7	NRP1	neuropilin 1				HPRD			FGF7	NRP1		novel	literature supported
FGF8_FGFR1	FGF8	fibroblast growth factor 8 (androgen-induced)	FGFR1	fibroblast growth factor receptor 1		HPMR		HPRD		STRING.experiment	FGF8	FGFR1		known	literature supported
FGF8_FGFR2	FGF8	fibroblast growth factor 8 (androgen-induced)	FGFR2	fibroblast growth factor receptor 2	DLRP	HPMR		HPRD		STRING.experiment	FGF8	FGFR2		known	literature supported
FGF8_FGFR3	FGF8	fibroblast growth factor 8 (androgen-induced)	FGFR3	fibroblast growth factor receptor 3	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FGF8	FGFR3		known	literature supported
FGF8_FGFR4	FGF8	fibroblast growth factor 8 (androgen-induced)	FGFR4	fibroblast growth factor receptor 4	DLRP	HPMR		HPRD			FGF8	FGFR4		known	literature supported
FGF9_FGFR1	FGF9	fibroblast growth factor 9	FGFR1	fibroblast growth factor receptor 1	DLRP			HPRD			FGF9	FGFR1		known	literature supported
FGF9_FGFR2	FGF9	fibroblast growth factor 9	FGFR2	fibroblast growth factor receptor 2	DLRP	HPMR		HPRD		STRING.experiment	FGF9	FGFR2		known	literature supported
FGF9_FGFR3	FGF9	fibroblast growth factor 9	FGFR3	fibroblast growth factor receptor 3	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	FGF9	FGFR3		known	literature supported
FGF9_FGFR4	FGF9	fibroblast growth factor 9	FGFR4	fibroblast growth factor receptor 4	DLRP			HPRD	STRING.binding	STRING.experiment	FGF9	FGFR4		known	literature supported
FGG_ITGA2B	FGG	fibrinogen gamma chain	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)									2018974	novel	literature supported
FGG_ITGA5	FGG	fibrinogen gamma chain	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)									15031111	novel	literature supported
FGG_ITGAV	FGG	fibrinogen gamma chain	ITGAV	integrin, alpha V									15031111	novel	literature supported
FGG_ITGB1	FGG	fibrinogen gamma chain	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)									15031111	novel	literature supported
FGG_ITGB2	FGG	fibrinogen gamma chain	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)									16601240	novel	literature supported
FGL1_EGFR	FGL1	fibrinogen-like 1	EGFR	epidermal growth factor receptor									24768768	novel	literature supported
FIGF_FLT1	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	FLT1	fms-related tyrosine kinase 1					STRING.binding	STRING.experiment	FIGF	FLT1		novel	putative
FIGF_FLT4	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	FLT4	fms-related tyrosine kinase 4	DLRP	HPMR	IUPHAR	HPRD	STRING.binding		FIGF	FLT4		known	literature supported
FIGF_ITGA1	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	ITGA1	integrin, alpha 1					STRING.binding		FIGF	ITGA1		novel	putative
FIGF_ITGA2	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)					STRING.binding		FIGF	ITGA2		novel	putative
FIGF_ITGA4	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)					STRING.binding		FIGF	ITGA4		novel	putative
