"","Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","Classification"
"688","CXCL11_ACKR3","CXCL11","chemokine (C-X-C motif) ligand 11","ACKR3","atypical chemokine receptor 3","cytokine"
"689","CXCL11_CCR3","CXCL11","chemokine (C-X-C motif) ligand 11","CCR3","chemokine (C-C motif) receptor 3","cytokine"
"690","CXCL11_CXCR3","CXCL11","chemokine (C-X-C motif) ligand 11","CXCR3","chemokine (C-X-C motif) receptor 3","cytokine"
"691","CXCL12_ACKR3","CXCL12","chemokine (C-X-C motif) ligand 12","ACKR3","atypical chemokine receptor 3","cytokine"
"692","CXCL12_CCR4","CXCL12","chemokine (C-X-C motif) ligand 12","CCR4","chemokine (C-C motif) receptor 4","cytokine"
"693","CXCL12_CD4","CXCL12","chemokine (C-X-C motif) ligand 12","CD4","CD4 molecule","cytokine"
"694","CXCL12_CXCR3","CXCL12","chemokine (C-X-C motif) ligand 12","CXCR3","chemokine (C-X-C motif) receptor 3","cytokine"
"695","CXCL12_CXCR4","CXCL12","chemokine (C-X-C motif) ligand 12","CXCR4","chemokine (C-X-C motif) receptor 4","cytokine"
"696","CXCL12_ITGB1","CXCL12","chemokine (C-X-C motif) ligand 12","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","cytokine"
"697","CXCL12_SDC4","CXCL12","chemokine (C-X-C motif) ligand 12","SDC4","syndecan 4","cytokine"
"698","CXCL13_ACKR4","CXCL13","chemokine (C-X-C motif) ligand 13","ACKR4","atypical chemokine receptor 4","cytokine"
"699","CXCL13_CCR10","CXCL13","chemokine (C-X-C motif) ligand 13","CCR10","chemokine (C-C motif) receptor 10","cytokine"
"700","CXCL13_CXCR3","CXCL13","chemokine (C-X-C motif) ligand 13","CXCR3","chemokine (C-X-C motif) receptor 3","cytokine"
"701","CXCL13_CXCR5","CXCL13","chemokine (C-X-C motif) ligand 13","CXCR5","chemokine (C-X-C motif) receptor 5","cytokine"
"702","CXCL13_HTR2A","CXCL13","chemokine (C-X-C motif) ligand 13","HTR2A","5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled","cytokine"
"703","CXCL13_OPRD1","CXCL13","chemokine (C-X-C motif) ligand 13","OPRD1","opioid receptor, delta 1","cytokine"
"704","CXCL16_CXCR6","CXCL16","chemokine (C-X-C motif) ligand 16","CXCR6","chemokine (C-X-C motif) receptor 6","cytokine"
"705","CXCL1_CXCR1","CXCL1","chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)","CXCR1","chemokine (C-X-C motif) receptor 1","cytokine"
"706","CXCL1_CXCR2","CXCL1","chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)","CXCR2","chemokine (C-X-C motif) receptor 2","cytokine"
"707","CXCL1_DARC","CXCL1","chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)","DARC","Duffy blood group, atypical chemokine receptor","cytokine"
"708","CXCL2_CXCR1","CXCL2","chemokine (C-X-C motif) ligand 2","CXCR1","chemokine (C-X-C motif) receptor 1","cytokine"
"709","CXCL2_CXCR2","CXCL2","chemokine (C-X-C motif) ligand 2","CXCR2","chemokine (C-X-C motif) receptor 2","cytokine"
"710","CXCL2_XCR1","CXCL2","chemokine (C-X-C motif) ligand 2","XCR1","chemokine (C motif) receptor 1","cytokine"
"711","CXCL3_CXCR1","CXCL3","chemokine (C-X-C motif) ligand 3","CXCR1","chemokine (C-X-C motif) receptor 1","cytokine"
"712","CXCL3_CXCR2","CXCL3","chemokine (C-X-C motif) ligand 3","CXCR2","chemokine (C-X-C motif) receptor 2","cytokine"
"713","CXCL5_CXCR1","CXCL5","chemokine (C-X-C motif) ligand 5","CXCR1","chemokine (C-X-C motif) receptor 1","cytokine"
"714","CXCL5_CXCR2","CXCL5","chemokine (C-X-C motif) ligand 5","CXCR2","chemokine (C-X-C motif) receptor 2","cytokine"
"715","CXCL5_DARC","CXCL5","chemokine (C-X-C motif) ligand 5","DARC","Duffy blood group, atypical chemokine receptor","cytokine"
"716","CXCL6_CXCR1","CXCL6","chemokine (C-X-C motif) ligand 6","CXCR1","chemokine (C-X-C motif) receptor 1","cytokine"
"717","CXCL6_CXCR2","CXCL6","chemokine (C-X-C motif) ligand 6","CXCR2","chemokine (C-X-C motif) receptor 2","cytokine"
"718","CXCL9_CCR3","CXCL9","chemokine (C-X-C motif) ligand 9","CCR3","chemokine (C-C motif) receptor 3","cytokine"
"719","CXCL9_CXCR3","CXCL9","chemokine (C-X-C motif) ligand 9","CXCR3","chemokine (C-X-C motif) receptor 3","cytokine"
"720","CYR61_CAV1","CYR61","cysteine-rich, angiogenic inducer, 61","CAV1","caveolin 1, caveolae protein, 22kDa","other"
"721","CYR61_ITGA5","CYR61","cysteine-rich, angiogenic inducer, 61","ITGA5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)","other"
"722","CYR61_ITGAM","CYR61","cysteine-rich, angiogenic inducer, 61","ITGAM","integrin, alpha M (complement component 3 receptor 3 subunit)","other"
"723","CYR61_ITGAV","CYR61","cysteine-rich, angiogenic inducer, 61","ITGAV","integrin, alpha V","other"
"724","CYR61_ITGB2","CYR61","cysteine-rich, angiogenic inducer, 61","ITGB2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","other"
"725","CYR61_ITGB3","CYR61","cysteine-rich, angiogenic inducer, 61","ITGB3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)","other"
"726","CYR61_ITGB5","CYR61","cysteine-rich, angiogenic inducer, 61","ITGB5","integrin, beta 5","other"
"727","DCN_EGFR","DCN","decorin","EGFR","epidermal growth factor receptor","other"
"728","DCN_ERBB4","DCN","decorin","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4","other"
"729","DCN_MET","DCN","decorin","MET","met proto-oncogene","other"
"730","DEFB103A_CCR6","DEFB103A","defensin, beta 103A","CCR6","chemokine (C-C motif) receptor 6","other"
"731","DEFB103B_CCR2","DEFB103B","defensin, beta 103B","CCR2","chemokine (C-C motif) receptor 2","other"
"732","DEFB103B_CCR6","DEFB103B","defensin, beta 103B","CCR6","chemokine (C-C motif) receptor 6","other"
"733","DEFB1_CCR6","DEFB1","defensin, beta 1","CCR6","chemokine (C-C motif) receptor 6","other"
"734","DEFB4A_CCR6","DEFB4A","defensin, beta 4A","CCR6","chemokine (C-C motif) receptor 6","other"
"735","DEFB4A_TLR4","DEFB4A","defensin, beta 4A","TLR4","toll-like receptor 4","other"
"736","DEFB4B_CCR6","DEFB4B","defensin, beta 4B","CCR6","chemokine (C-C motif) receptor 6","other"
"737","DHH_BOC","DHH","desert hedgehog","BOC","BOC cell adhesion associated, oncogene regulated","other"
"738","DHH_CDON","DHH","desert hedgehog","CDON","cell adhesion associated, oncogene regulated","other"
"739","DHH_HHIP","DHH","desert hedgehog","HHIP","hedgehog interacting protein","other"
"740","DHH_PTCH1","DHH","desert hedgehog","PTCH1","patched 1","other"
"741","DHH_PTCH2","DHH","desert hedgehog","PTCH2","patched 2","other"
"742","DKK1_KREMEN1","DKK1","dickkopf WNT signaling pathway inhibitor 1","KREMEN1","kringle containing transmembrane protein 1","other"
"743","DKK1_KREMEN2","DKK1","dickkopf WNT signaling pathway inhibitor 1","KREMEN2","kringle containing transmembrane protein 2","other"
"744","DKK1_LRP5","DKK1","dickkopf WNT signaling pathway inhibitor 1","LRP5","low density lipoprotein receptor-related protein 5","other"
"745","DKK1_LRP6","DKK1","dickkopf WNT signaling pathway inhibitor 1","LRP6","low density lipoprotein receptor-related protein 6","other"
"746","DKK2_KREMEN2","DKK2","dickkopf WNT signaling pathway inhibitor 2","KREMEN2","kringle containing transmembrane protein 2","other"
"747","DKK2_LRP6","DKK2","dickkopf WNT signaling pathway inhibitor 2","LRP6","low density lipoprotein receptor-related protein 6","other"
"748","DLK1_NOTCH1","DLK1","delta-like 1 homolog (Drosophila)","NOTCH1","notch 1","other"
"749","DLK1_NOTCH2","DLK1","delta-like 1 homolog (Drosophila)","NOTCH2","notch 2","other"
"750","DLK1_NOTCH3","DLK1","delta-like 1 homolog (Drosophila)","NOTCH3","notch 3","other"
"751","DLK1_NOTCH4","DLK1","delta-like 1 homolog (Drosophila)","NOTCH4","notch 4","other"
"752","DLK2_NOTCH1","DLK2","delta-like 2 homolog (Drosophila)","NOTCH1","notch 1","other"
"753","DLL1_NOTCH1","DLL1","delta-like 1 (Drosophila)","NOTCH1","notch 1","other"
"754","DLL1_NOTCH2","DLL1","delta-like 1 (Drosophila)","NOTCH2","notch 2","other"
"755","DLL1_NOTCH3","DLL1","delta-like 1 (Drosophila)","NOTCH3","notch 3","other"
"756","DLL1_NOTCH4","DLL1","delta-like 1 (Drosophila)","NOTCH4","notch 4","other"
"757","DLL3_NOTCH1","DLL3","delta-like 3 (Drosophila)","NOTCH1","notch 1","other"
"758","DLL3_NOTCH2","DLL3","delta-like 3 (Drosophila)","NOTCH2","notch 2","other"
"759","DLL3_NOTCH3","DLL3","delta-like 3 (Drosophila)","NOTCH3","notch 3","other"
"760","DLL3_NOTCH4","DLL3","delta-like 3 (Drosophila)","NOTCH4","notch 4","other"
"761","DLL4_NOTCH1","DLL4","delta-like 4 (Drosophila)","NOTCH1","notch 1","other"
"762","DLL4_NOTCH2","DLL4","delta-like 4 (Drosophila)","NOTCH2","notch 2","other"
"763","DLL4_NOTCH3","DLL4","delta-like 4 (Drosophila)","NOTCH3","notch 3","other"
"764","DLL4_NOTCH4","DLL4","delta-like 4 (Drosophila)","NOTCH4","notch 4","other"
"765","DSCAM_DCC","DSCAM","Down syndrome cell adhesion molecule","DCC","deleted in colorectal carcinoma","other"
"766","DUSP18_CD151","DUSP18","dual specificity phosphatase 18","CD151","CD151 molecule (Raph blood group)","other"
"767","DUSP18_ITGA1","DUSP18","dual specificity phosphatase 18","ITGA1","integrin, alpha 1","other"
"768","DUSP18_ITGA2","DUSP18","dual specificity phosphatase 18","ITGA2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)","other"
"769","DUSP18_ITGA3","DUSP18","dual specificity phosphatase 18","ITGA3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)","other"
"770","DUSP18_ITGA6","DUSP18","dual specificity phosphatase 18","ITGA6","integrin, alpha 6","other"
"771","DUSP18_ITGA7","DUSP18","dual specificity phosphatase 18","ITGA7","integrin, alpha 7","other"
"772","DUSP18_ITGB1","DUSP18","dual specificity phosphatase 18","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","other"
"773","DUSP18_ITGB4","DUSP18","dual specificity phosphatase 18","ITGB4","integrin, beta 4","other"
"774","DUSP18_RPSA","DUSP18","dual specificity phosphatase 18","RPSA","ribosomal protein SA","other"
"775","EBI3_IL27RA","EBI3","Epstein-Barr virus induced 3","IL27RA","interleukin 27 receptor, alpha","other"
"776","EBI3_IL6ST","EBI3","Epstein-Barr virus induced 3","IL6ST","interleukin 6 signal transducer (gp130, oncostatin M receptor)","other"
"777","ECM1_CACHD1","ECM1","extracellular matrix protein 1","CACHD1","cache domain containing 1","other"
"778","EDA_EDA2R","EDA","ectodysplasin A","EDA2R","ectodysplasin A2 receptor","other"
"779","EDA_EDAR","EDA","ectodysplasin A","EDAR","ectodysplasin A receptor","other"
"780","EDIL3_ITGAV","EDIL3","EGF-like repeats and discoidin I-like domains 3","ITGAV","integrin, alpha V","other"
"781","EDIL3_ITGB5","EDIL3","EGF-like repeats and discoidin I-like domains 3","ITGB5","integrin, beta 5","other"
"782","EDN1_EDNRA","EDN1","endothelin 1","EDNRA","endothelin receptor type A","other"
"783","EDN1_EDNRB","EDN1","endothelin 1","EDNRB","endothelin receptor type B","other"
"784","EDN1_ELTD1","EDN1","endothelin 1","ELTD1","EGF, latrophilin and seven transmembrane domain containing 1","other"
"785","EDN1_KEL","EDN1","endothelin 1","KEL","Kell blood group, metallo-endopeptidase","other"
"786","EDN2_EDNRA","EDN2","endothelin 2","EDNRA","endothelin receptor type A","other"
"787","EDN2_EDNRB","EDN2","endothelin 2","EDNRB","endothelin receptor type B","other"
"788","EDN2_KEL","EDN2","endothelin 2","KEL","Kell blood group, metallo-endopeptidase","other"
"789","EDN3_EDNRA","EDN3","endothelin 3","EDNRA","endothelin receptor type A","other"
"790","EDN3_EDNRB","EDN3","endothelin 3","EDNRB","endothelin receptor type B","other"
"791","EDN3_KEL","EDN3","endothelin 3","KEL","Kell blood group, metallo-endopeptidase","other"
"792","EFEMP1_EGFR","EFEMP1","EGF containing fibulin-like extracellular matrix protein 1","EGFR","epidermal growth factor receptor","other"
"793","EFEMP2_AQP1","EFEMP2","EGF containing fibulin-like extracellular matrix protein 2","AQP1","aquaporin 1 (Colton blood group)","other"
"794","EFEMP2_CATSPER1","EFEMP2","EGF containing fibulin-like extracellular matrix protein 2","CATSPER1","cation channel, sperm associated 1","other"
"795","EFEMP2_LINGO1","EFEMP2","EGF containing fibulin-like extracellular matrix protein 2","LINGO1","leucine rich repeat and Ig domain containing 1","other"
"796","EFEMP2_PLSCR4","EFEMP2","EGF containing fibulin-like extracellular matrix protein 2","PLSCR4","phospholipid scramblase 4","other"
"797","EFNA1_EPHA1","EFNA1","ephrin-A1","EPHA1","EPH receptor A1","other"
"798","EFNA1_EPHA2","EFNA1","ephrin-A1","EPHA2","EPH receptor A2","other"
"799","EFNA1_EPHA3","EFNA1","ephrin-A1","EPHA3","EPH receptor A3","other"
"800","EFNA1_EPHA4","EFNA1","ephrin-A1","EPHA4","EPH receptor A4","other"
"801","EFNA1_EPHA5","EFNA1","ephrin-A1","EPHA5","EPH receptor A5","other"
"802","EFNA1_EPHA6","EFNA1","ephrin-A1","EPHA6","EPH receptor A6","other"
"803","EFNA1_EPHA7","EFNA1","ephrin-A1","EPHA7","EPH receptor A7","other"
"804","EFNA1_EPHA8","EFNA1","ephrin-A1","EPHA8","EPH receptor A8","other"
"805","EFNA1_EPHB1","EFNA1","ephrin-A1","EPHB1","EPH receptor B1","other"
"806","EFNA1_EPHB6","EFNA1","ephrin-A1","EPHB6","EPH receptor B6","other"
"807","EFNA2_EPHA1","EFNA2","ephrin-A2","EPHA1","EPH receptor A1","other"
"808","EFNA2_EPHA2","EFNA2","ephrin-A2","EPHA2","EPH receptor A2","other"
"809","EFNA2_EPHA3","EFNA2","ephrin-A2","EPHA3","EPH receptor A3","other"
"810","EFNA2_EPHA4","EFNA2","ephrin-A2","EPHA4","EPH receptor A4","other"
"811","EFNA2_EPHA5","EFNA2","ephrin-A2","EPHA5","EPH receptor A5","other"
"812","EFNA2_EPHA6","EFNA2","ephrin-A2","EPHA6","EPH receptor A6","other"
"813","EFNA2_EPHA7","EFNA2","ephrin-A2","EPHA7","EPH receptor A7","other"
"814","EFNA2_EPHA8","EFNA2","ephrin-A2","EPHA8","EPH receptor A8","other"
"815","EFNA3_EPHA1","EFNA3","ephrin-A3","EPHA1","EPH receptor A1","other"
"816","EFNA3_EPHA2","EFNA3","ephrin-A3","EPHA2","EPH receptor A2","other"
"817","EFNA3_EPHA3","EFNA3","ephrin-A3","EPHA3","EPH receptor A3","other"
"818","EFNA3_EPHA4","EFNA3","ephrin-A3","EPHA4","EPH receptor A4","other"
"819","EFNA3_EPHA5","EFNA3","ephrin-A3","EPHA5","EPH receptor A5","other"
"820","EFNA3_EPHA6","EFNA3","ephrin-A3","EPHA6","EPH receptor A6","other"
"821","EFNA3_EPHA7","EFNA3","ephrin-A3","EPHA7","EPH receptor A7","other"
"822","EFNA3_EPHA8","EFNA3","ephrin-A3","EPHA8","EPH receptor A8","other"
"823","EFNA3_EPHB1","EFNA3","ephrin-A3","EPHB1","EPH receptor B1","other"
"824","EFNA3_EPHB6","EFNA3","ephrin-A3","EPHB6","EPH receptor B6","other"
"825","EFNA4_EPHA1","EFNA4","ephrin-A4","EPHA1","EPH receptor A1","other"
"826","EFNA4_EPHA2","EFNA4","ephrin-A4","EPHA2","EPH receptor A2","other"
"827","EFNA4_EPHA3","EFNA4","ephrin-A4","EPHA3","EPH receptor A3","other"
"828","EFNA4_EPHA4","EFNA4","ephrin-A4","EPHA4","EPH receptor A4","other"
"829","EFNA4_EPHA5","EFNA4","ephrin-A4","EPHA5","EPH receptor A5","other"
"830","EFNA4_EPHA6","EFNA4","ephrin-A4","EPHA6","EPH receptor A6","other"
"831","EFNA4_EPHA7","EFNA4","ephrin-A4","EPHA7","EPH receptor A7","other"
"832","EFNA4_EPHA8","EFNA4","ephrin-A4","EPHA8","EPH receptor A8","other"
"833","EFNA5_EPHA1","EFNA5","ephrin-A5","EPHA1","EPH receptor A1","other"
"834","EFNA5_EPHA2","EFNA5","ephrin-A5","EPHA2","EPH receptor A2","other"
"835","EFNA5_EPHA3","EFNA5","ephrin-A5","EPHA3","EPH receptor A3","other"
"836","EFNA5_EPHA4","EFNA5","ephrin-A5","EPHA4","EPH receptor A4","other"
"837","EFNA5_EPHA5","EFNA5","ephrin-A5","EPHA5","EPH receptor A5","other"
"838","EFNA5_EPHA6","EFNA5","ephrin-A5","EPHA6","EPH receptor A6","other"
"839","EFNA5_EPHA7","EFNA5","ephrin-A5","EPHA7","EPH receptor A7","other"
"840","EFNA5_EPHA8","EFNA5","ephrin-A5","EPHA8","EPH receptor A8","other"
"841","EFNA5_EPHB1","EFNA5","ephrin-A5","EPHB1","EPH receptor B1","other"
"842","EFNA5_EPHB2","EFNA5","ephrin-A5","EPHB2","EPH receptor B2","other"
"843","EFNA5_EPHB6","EFNA5","ephrin-A5","EPHB6","EPH receptor B6","other"
"844","EFNB1_EPHA4","EFNB1","ephrin-B1","EPHA4","EPH receptor A4","other"
"845","EFNB1_EPHA6","EFNB1","ephrin-B1","EPHA6","EPH receptor A6","other"
"846","EFNB1_EPHB1","EFNB1","ephrin-B1","EPHB1","EPH receptor B1","other"
"847","EFNB1_EPHB2","EFNB1","ephrin-B1","EPHB2","EPH receptor B2","other"
"848","EFNB1_EPHB3","EFNB1","ephrin-B1","EPHB3","EPH receptor B3","other"
"849","EFNB1_EPHB4","EFNB1","ephrin-B1","EPHB4","EPH receptor B4","other"
"850","EFNB1_EPHB6","EFNB1","ephrin-B1","EPHB6","EPH receptor B6","other"
"851","EFNB1_ERBB2","EFNB1","ephrin-B1","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","other"
"852","EFNB2_EPHA3","EFNB2","ephrin-B2","EPHA3","EPH receptor A3","other"
"853","EFNB2_EPHA4","EFNB2","ephrin-B2","EPHA4","EPH receptor A4","other"
"854","EFNB2_EPHA6","EFNB2","ephrin-B2","EPHA6","EPH receptor A6","other"
"855","EFNB2_EPHB1","EFNB2","ephrin-B2","EPHB1","EPH receptor B1","other"
"856","EFNB2_EPHB2","EFNB2","ephrin-B2","EPHB2","EPH receptor B2","other"
"857","EFNB2_EPHB3","EFNB2","ephrin-B2","EPHB3","EPH receptor B3","other"
"858","EFNB2_EPHB4","EFNB2","ephrin-B2","EPHB4","EPH receptor B4","other"
"859","EFNB2_EPHB6","EFNB2","ephrin-B2","EPHB6","EPH receptor B6","other"
"860","EFNB2_GRM1","EFNB2","ephrin-B2","GRM1","glutamate receptor, metabotropic 1","other"
"861","EFNB2_GRM5","EFNB2","ephrin-B2","GRM5","glutamate receptor, metabotropic 5","other"
"862","EFNB2_PECAM1","EFNB2","ephrin-B2","PECAM1","platelet/endothelial cell adhesion molecule 1","other"
"863","EFNB2_RHBDL2","EFNB2","ephrin-B2","RHBDL2","rhomboid, veinlet-like 2 (Drosophila)","other"
"864","EFNB3_EPHA4","EFNB3","ephrin-B3","EPHA4","EPH receptor A4","other"
"865","EFNB3_EPHB1","EFNB3","ephrin-B3","EPHB1","EPH receptor B1","other"
"866","EFNB3_EPHB2","EFNB3","ephrin-B3","EPHB2","EPH receptor B2","other"
"867","EFNB3_EPHB3","EFNB3","ephrin-B3","EPHB3","EPH receptor B3","other"
"868","EFNB3_EPHB4","EFNB3","ephrin-B3","EPHB4","EPH receptor B4","other"
"869","EFNB3_EPHB6","EFNB3","ephrin-B3","EPHB6","EPH receptor B6","other"
"870","EFNB3_RHBDL2","EFNB3","ephrin-B3","RHBDL2","rhomboid, veinlet-like 2 (Drosophila)","other"
"871","EGFL8_NCR3","EGFL8","EGF-like-domain, multiple 8","NCR3","natural cytotoxicity triggering receptor 3","growth factor"
"872","EGF_CAV1","EGF","epidermal growth factor","CAV1","caveolin 1, caveolae protein, 22kDa","growth factor"
"873","EGF_EGFR","EGF","epidermal growth factor","EGFR","epidermal growth factor receptor","growth factor"
"874","EGF_ERBB2","EGF","epidermal growth factor","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","growth factor"
"875","EGF_ERBB3","EGF","epidermal growth factor","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3","growth factor"
"876","EGF_ERBB4","EGF","epidermal growth factor","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4","growth factor"
"877","EGF_FSHR","EGF","epidermal growth factor","FSHR","follicle stimulating hormone receptor","growth factor"
