ligand,receptor,source,PMIDs
SERPINE1,ITGB5,fantom5,
SERPINE1,LRP1,"fantom5,HPMR,HPRD",15001579
SERPINE1,LRP2,"fantom5,HPRD",8344937
SERPINE1,PLAUR,fantom5,
SERPINE2,LRP1,"fantom5,HPMR",14596620
SERPING1,LRP1,"fantom5,HPMR",9388254
SERPING1,SELE,"fantom5,HPRD",14568956
SERPING1,SELP,"fantom5,HPRD",14568956
SFRP1,FZD2,fantom5,6172602
SFRP1,FZD6,"HPRD,fantom5",10347172
SFTPA1,TLR2,"HPRD,fantom5",11724772
SFTPA2,CD93,"fantom5,HPRD",9476117
SFTPD,LY96,fantom5,
SFTPD,TLR4,fantom5,
SHANK1,ABCA1,"HPRD,fantom5",16192279
SHANK1,ADGRB2,"HPRD,fantom5",
SHANK1,ADGRL2,"HPRD,fantom5",
SHANK1,ADGRL1,"HPRD,fantom5,HPMR","10964907,11"
SHANK1,SSTR2,"fantom5,HPRD","10551867,11"
SHBG,CD177,"fantom5,HPRD",15862967
SHBG,CLDN4,"fantom5,HPRD",15862967
SHBG,SLC37A1,"HPRD,fantom5",15862967
SHH,BOC,"HPMR,fantom5",17086203
SHH,CDON,"HPMR,fantom5",17086203
SHH,GPC5,fantom5,21339334
SHH,HHIP,"HPRD,HPMR,fantom5",10050855
SHH,LRP2,fantom5,22340494
SHH,PTCH1,"HPRD,fantom5,HPMR","9,811,851,169"
SHH,PTCH2,"fantom5,HPRD",9811851
SHH,SMO,"fantom5,HPMR",16867986
SLIT1,GPC1,"HPRD,fantom5,HPMR",10364234
SLIT1,ROBO1,"HPRD,HPMR,fantom5",10433822
SLIT1,SDC1,"HPMR,fantom5",10433822
SLIT2,DCC,fantom5,
SLIT2,GPC1,"HPRD,fantom5,HPMR","103,642,341,137,598,000,000,000"
SLIT2,ROBO1,"HPRD,HPMR,fantom5",10102268
SLIT2,ROBO2,"HPRD,HPMR,fantom5","15130495,1"
SLIT2,ROBO4,"fantom5,HPMR",15894287
SLIT2,SDC1,"HPMR,fantom5","10102268,15"
SLIT3,ROBO2,"fantom5,HPRD",11754167
SLPI,CD4,fantom5,
SORBS1,INSR,"HPRD,fantom5",11374898
SORBS1,ITGA1,fantom5,
SORBS1,ITGB5,fantom5,
SOST,LRP5,"fantom5,HPMR",15778503
SOST,LRP6,"HPMR,fantom5",15778503
SPINK1,EGFR,fantom5,21368222
SPINK1,NRSN1,"HPRD,fantom5",1870127
SPINT1,ST14,"HPRD,fantom5",10373425
SPON2,ITGAM,fantom5,
SPON2,ITGB2,fantom5,
SPP1,CD44,"fantom5,HPMR,HPRD","10657301,12"
SPP1,ITGA4,fantom5,19417209
SPP1,ITGA5,"fantom5,HPRD",7592829
SPP1,ITGA9,"fantom5,HPRD",10593924
SPP1,ITGAV,"HPMR,fantom5,HPRD",10835423
SPP1,ITGB1,"HPRD,reactome,fantom5",10593924
SPP1,ITGB3,reactome,
SPP1,ITGB5,reactome,
SPP1,S1PR1,fantom5,9488656
SPTAN1,PTPRA,reactome,
SPTBN2,PTPRA,reactome,
SST,ADRA2A,reactome,
SST,GRM7,reactome,
SST,MTNR1A,reactome,
SST,SSTR1,"HPRD,HPMR,fantom5,IUPHAR","87,693,729,784,130,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
SST,SSTR2,"HPMR,fantom5,IUPHAR,HPRD","87,027,679,784,130,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
SST,SSTR3,"IUPHAR,fantom5,HPMR,HPRD","876,937,297,841,308,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
SST,SSTR4,"IUPHAR,fantom5,HPMR,HPRD","87,693,729,784,130,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
SST,SSTR5,"HPMR,IUPHAR,fantom5,HPRD","876,937,297,841,308,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
SYTL3,NRXN1,"HPRD,fantom5",11243866
TAC1,TACR1,"HPMR,fantom5,IUPHAR,HPRD","7,557,266,125,487,120,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
TAC1,TACR2,"HPRD,IUPHAR,fantom5,HPMR","129,544,517,961,636,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
TAC1,TACR3,"HPRD,fantom5,IUPHAR,HPMR","92,729,361,312,036,900,000,000,000,000"
TAC3,TACR1,"HPRD,HPMR,fantom5,IUPHAR","8,925,404,919,086,610,000,000"
TAC3,TACR2,"HPMR,fantom5,IUPHAR,HPRD","892,540,491,908,667,000,000,000,000,000,000,000"
TAC3,TACR3,"fantom5,IUPHAR,HPMR,HPRD","755,726,689,902,051,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
TAC4,TACR1,"fantom5,HPMR,HPRD","110,624,981,522,418,000,000,000"
TAC4,TACR2,"fantom5,HPRD",11786503
TAC4,TACR3,"HPMR,fantom5,HPRD",11786503
TCN2,CNR1,fantom5,
TCN2,LRP2,fantom5,
TCTN1,TMEM67,fantom5,21725307
TDGF1,ACVR1B,"fantom5,reactome,HPRD",11909953
TDGF1,ACVR1C,"fantom5,HPRD",11485994
TDGF1,ACVR2A,"reactome,fantom5,HPMR",12682303
TDGF1,ACVR2B,"reactome,fantom5",
TDGF1,GPC1,fantom5,
TDGF1,SMAD3,reactome,
TFPI,F3,fantom5,
TFPI,LRP1,"HPMR,fantom5",8824219
TFPI,SDC4,fantom5,
TFPI,VLDLR,"HPMR,fantom5",11278667
TF,ADRB2,reactome,
TF,GPR162,fantom5,
TF,LDLR,reactome,
TF,LRP2,reactome,
TF,TFR2,"HPRD,fantom5",11027676
TF,TFRC,"HPRD,HPMR,fantom5","627,068,012,210,842,000,000,000,000,000"
TGFA,EGFR,"HPRD,cellsignal.com,IUPHAR,fantom5,HPMR","3,018,723,123"
TGFA,ERBB2,"HPRD,fantom5",10918572
TGFA,ERBB3,fantom5,
TGFA,ERBB4,"fantom5,HPRD",10918572
TGFB1,ACVRL1,"HPMR,fantom5,HPRD",10716993
TGFB1,CAV1,fantom5,
TGFB1,CD109,fantom5,
TGFB1,CXCR4,fantom5,
TGFB1,ENG,"fantom5,HPRD",12015308
TGFB1,ITGAV,"fantom5,HPRD",11970960
TGFB1,ITGB1,reactome,
TGFB1,ITGB3,reactome,
TGFB1,ITGB5,reactome,
TGFB1,ITGB6,"HPRD,reactome,fantom5",10025398
TGFB1,ITGB8,"HPRD,fantom5",11970960
TGFB1,SDC2,"fantom5,HPRD",14976204
TGFB1,SMAD3,reactome,
TGFB1,TGFBR1,"HPRD,uniprot,fantom5,HPMR","12809600,82"
TGFB1,TGFBR2,"HPMR,fantom5,uniprot,HPRD","12,809,600,107,169,900,000,000"
TGFB1,TGFBR3,"HPRD,uniprot,fantom5",7935686
TGFB2,ACVR1,fantom5,
TGFB2,ENG,"fantom5,HPRD",12015308
TGFB2,TGFBR1,"uniprot,fantom5,HPMR,HPRD","12809600,11"
TGFB2,TGFBR2,"HPRD,fantom5,uniprot,HPMR","12,809,600,810,655,300,000,000"
TGFB2,TGFBR3,"HPRD,HPMR,fantom5,uniprot","12809600,11"
TGFB3,ACVRL1,"HPRD,HPMR,fantom5","11850637,1"
TGFB3,ENG,"fantom5,HPRD",9872992
TGFB3,ITGB1,reactome,
TGFB3,ITGB3,reactome,
TGFB3,ITGB5,reactome,
TGFB3,ITGB6,reactome,
TGFB3,TGFBR1,"HPRD,fantom5,uniprot","118,506,371,206,005,000,000,000"
TGFB3,TGFBR2,"HPRD,fantom5,uniprot,HPMR","1,185,063,711,382,740,000,000,000,000,000"
TGFB3,TGFBR3,"HPRD,fantom5,uniprot",11382746
TGM2,ADGRG1,"HPMR,fantom5",16757564
TGM2,ITGA4,fantom5,
TGM2,ITGA9,fantom5,
TGM2,ITGB1,"fantom5,HPRD",10684262
TGM2,ITGB3,"HPRD,fantom5",10684262
TGM2,SDC4,fantom5,23499501
TGM2,TBXA2R,fantom5,
TGS1,RXRA,reactome,
TG,ASGR1,"HPRD,fantom5",12477859
TG,LRP2,"HPRD,fantom5",9492085
THBS1,CD36,"HPRD,fantom5,uniprot,HPMR","13,796,001,077,296,100,000,000"
THBS1,CD47,"HPMR,uniprot,fantom5,HPRD","119,809,229,169,439,000,000,000,000,000"
THBS1,ITGA2B,fantom5,2478219
THBS1,ITGA3,"reactome,fantom5",10196234
THBS1,ITGA4,fantom5,14699013
THBS1,ITGA6,fantom5,12909644
THBS1,ITGB1,"reactome,fantom5",15292271
THBS1,ITGB3,"fantom5,uniprot,HPRD,reactome",2478219
THBS1,LRP1,"fantom5,HPRD","9045712,15"
THBS1,LRP5,"HPRD,fantom5",7775583
THBS1,SCARB1,fantom5,
THBS1,SDC1,"HPMR,fantom5",11257118
THBS1,SDC4,fantom5,
THBS1,TNFRSF11B,"HPRD,fantom5",15799029
THBS2,CD36,uniprot,
THBS2,CD47,"fantom5,uniprot,HPMR",8550562
THBS2,ITGA4,fantom5,14699013
THBS2,ITGA6,fantom5,12909644
THBS2,ITGB1,fantom5,15292271
THBS2,ITGB3,uniprot,
THBS2,NOTCH3,fantom5,19147503
THBS2,NOTCH4,fantom5,
THPO,MPL,"fantom5,IUPHAR,HPMR,HPRD","10495959,98"
THPO,SIRPB1,fantom5,
TIMP1,CD63,"HPRD,fantom5",16917503
TIMP2,ITGA3,"HPRD,fantom5","12887919,16"
TIMP2,ITGB1,"fantom5,HPRD",16326706
TIMP3,AGTR2,fantom5,18344519
TIMP3,KDR,"fantom5,HPRD",12652295
TLN1,ITGB3,reactome,
TLN1,ITGB5,reactome,
TNC,CNTN1,"HPRD,fantom5",10103110
TNC,EGFR,"HPRD,fantom5",11470832
TNC,ITGA2,fantom5,
TNC,ITGA5,"HPRD,fantom5",9314546
TNC,ITGA7,fantom5,14715956
TNC,ITGA8,fantom5,
TNC,ITGA9,fantom5,
TNC,ITGAV,fantom5,
TNC,ITGB1,"fantom5,reactome",14715956
TNC,ITGB3,reactome,
TNC,ITGB6,reactome,
TNC,NT5E,fantom5,
TNC,PTPRB,"fantom5,HPRD",11313993
TNC,PTPRZ1,fantom5,
TNC,SDC1,fantom5,
TNC,SDC4,fantom5,
TNFSF10,TNFRSF10A,"HPMR,IUPHAR,uniprot,fantom5,HPRD","157,665,881,054,928,000,000,000,000,000"
TNFSF10,TNFRSF10B,"HPMR,IUPHAR,uniprot,fantom5,HPRD","157,665,889,311,998,000,000,000,000,000"
TNFSF10,TNFRSF10C,"HPRD,HPMR,uniprot,fantom5","9,325,248,961,361,290,000,000,000,000"
TNFSF10,TNFRSF10D,"HPMR,fantom5,uniprot,HPRD","9,242,610,943"
TNFSF10,TNFRSF11B,"HPRD,uniprot,fantom5","9,520,411,122"
TNFSF11,TNFRSF11A,"HPMR,fantom5,IUPHAR,uniprot,HPRD","11581298,94"
TNFSF11,TNFRSF11B,"HPRD,uniprot,fantom5,HPMR","956,871,011,733,492,000,000,000,000,000"
TNFSF12,TNFRSF12A,"HPRD,fantom5,IUPHAR,uniprot,HPMR","127,875,621,172,834,000,000,000"
TNFSF12,TNFRSF25,"uniprot,fantom5,HPRD",11094155
TNFSF12,TNFRSF8,uniprot,
TNFSF13B,TNFRSF13B,"fantom5,uniprot,IUPHAR,HPMR,HPRD","10956646,11"
TNFSF13B,TNFRSF13C,"fantom5,uniprot,IUPHAR,HPMR,HPRD","158,514,871,272,162,000,000,000"
TNFSF13B,TNFRSF17,"HPRD,fantom5,IUPHAR,uniprot,HPMR","10,973,284,109,086,600,000,000,000,000,000"
TNFSF13,FAS,"HPRD,fantom5",10706119
TNFSF13,SDC2,"HPRD,fantom5",15846369
TNFSF13,TNFRSF11B,"fantom5,HPRD",10706119
TNFSF13,TNFRSF13B,"uniprot,fantom5,HPMR,HPRD",10956646
TNFSF13,TNFRSF14,"fantom5,HPRD",10706119
TNFSF13,TNFRSF17,"HPRD,fantom5,IUPHAR,uniprot,HPMR","14764606,11"
TNFSF13,TNFRSF1A,"HPRD,fantom5",10706119
TNFSF14,LTBR,"HPMR,fantom5,IUPHAR,uniprot,HPRD","1,079,951,010,318,770,000,000,000,000,000"
TNFSF14,TNFRSF14,"HPMR,IUPHAR,fantom5,HPRD","10,894,944,113,904,200,000,000"
TNFSF14,TNFRSF6B,"HPRD,fantom5,uniprot",11994433
TNFSF15,TNFRSF25,"HPMR,fantom5,IUPHAR,uniprot,HPRD",11911831
TNFSF15,TNFRSF6B,"HPRD,uniprot,fantom5",11911831
TNFSF18,TNFRSF18,"HPMR,fantom5,IUPHAR,uniprot,HPRD","10037686,1"
TNFSF4,TNFRSF4,"fantom5,uniprot,IUPHAR,HPMR,HPRD",12134113
TNFSF4,TRAF2,"HPRD,fantom5",9418902
TNFSF8,TNFRSF8,"uniprot,IUPHAR,fantom5,HPMR,HPRD","8,391,931,118"
TNFSF9,TNFRSF9,"HPMR,fantom5,IUPHAR,uniprot,HPRD","80,883,371,313,050,700,000,000,000,000"
TNFSF9,TRAF2,"fantom5,HPRD",9607925
TNF,RIPK1,reactome,
TNF,SLC5A11,fantom5,
TNF,TNFRSF1A,"HPMR,fantom5,IUPHAR,uniprot,HPRD","7,852,363,106,342,090,000,000,000,000,000"
TNF,TNFRSF1B,"HPRD,HPMR,fantom5,IUPHAR,uniprot","21,588,637,664,431,200,000,000,000,000"
TNF,TNFRSF21,"fantom5,HPMR",9714541
TNF,TRADD,reactome,
TNF,TRAF2,"HPRD,fantom5",12887920
TPH1,HTR1A,"fantom5,HPMR",
TPH1,HTR1B,"HPMR,fantom5",
TPH1,HTR1D,"fantom5,HPMR",
TPH1,HTR1E,"HPMR,fantom5",
TPH1,HTR1F,"HPMR,fantom5",
TPH1,HTR2A,"fantom5,HPMR",
TPH1,HTR2B,"fantom5,HPMR",
TPH1,HTR2C,"fantom5,HPMR",
TPH1,HTR4,"HPMR,fantom5",
TPH1,HTR5A,"HPMR,fantom5",
TPH1,HTR6,"fantom5,HPMR",
TPH1,HTR7,"fantom5,HPMR",
TRH,TRHR,"HPRD,HPMR,fantom5","2,175,902,151,178,740,000,000"
TSHB,ADCYAP1R1,reactome,
TSHB,ADRB2,reactome,
TSHB,ADRB3,reactome,
TSHB,GPR20,reactome,
TSHB,GPR84,reactome,
TSHB,PTH1R,reactome,
TSHB,RAMP2,reactome,
TSHB,RAMP3,reactome,
TSHB,TSHR,"IUPHAR,fantom5,HPMR,HPRD,reactome","15571461,26"
TSHB,VIPR1,reactome,
TSLP,IL7R,"uniprot,fantom5,HPRD",11418668
UBA52,ACVR1,"fantom5,HPRD",
UBA52,ADRB2,reactome,
UBA52,AGTR1,fantom5,
UBA52,BMPR1B,"fantom5,HPRD",
UBA52,EGFR,fantom5,
UBA52,ERBB2,"fantom5,reactome",
UBA52,FGFR2,reactome,
UBA52,FSHR,"fantom5,HPRD",
UBA52,LDLR,reactome,
UBA52,LRP2,reactome,
UBA52,NOTCH1,fantom5,
UBA52,RIPK1,reactome,
UBA52,SMAD3,reactome,
UBA52,TGFBR1,"reactome,HPRD,fantom5",
UBA52,TGFBR2,"fantom5,reactome",
UBA52,TLR4,reactome,
UBB,ADRB2,reactome,
UBB,ERBB2,reactome,
UBB,FGFR2,reactome,
UBB,LDLR,reactome,
UBB,LRP2,reactome,
UBB,RIPK1,reactome,
UBB,SMAD3,reactome,
UBB,TGFBR1,reactome,
UBB,TGFBR2,reactome,
UBB,TLR4,reactome,
UBC,ADRB2,reactome,
UBC,ERBB2,reactome,
UBC,FGFR2,reactome,
UBC,LDLR,reactome,
UBC,LRP2,reactome,
UBC,RIPK1,reactome,
UBC,SMAD3,reactome,
UBC,TGFBR1,reactome,
UBC,TGFBR2,reactome,
UBC,TLR4,reactome,
UCN2,CRHR1,"fantom5,IUPHAR",15450949
UCN2,CRHR2,"IUPHAR,fantom5,HPMR,HPRD","11,329,063,154,509,400,000,000,000,000,000"
UCN2,IL10RB,"fantom5,HPRD",11416224
UCN3,CRHR1,"fantom5,HPRD",11416224
UCN3,CRHR2,"HPRD,HPMR,fantom5,IUPHAR","113,290,631,545,094,000,000,000"
UCN3,IL10RB,"HPRD,fantom5",11416224
UCN,CRHR1,"HPRD,fantom5,IUPHAR,HPMR","114,162,241,545,094,000,000,000,000,000,000,000,000,000,000"
UCN,CRHR2,"HPRD,IUPHAR,fantom5,HPMR","1,081,666,315,450,940,000,000,000,000,000,000,000,000,000,000"
ULBP2,KLRK1,"HPMR,fantom5",10894171
UTS2B,UTS2R,"HPRD,fantom5,IUPHAR","14550283,11"
UTS2,UTS2R,"IUPHAR,fantom5,HPMR,HPRD","104,995,871,510,961,000,000,000,000,000,000,000,000,000,000,000"
VASP,CXCR2,fantom5,19435808
VCAM1,ITGA4,"uniprot,fantom5,HPMR",11751331
VCAM1,ITGA9,fantom5,
VCAM1,ITGAD,"fantom5,HPMR,HPRD",10438935
VCAM1,ITGB1,"fantom5,HPMR,HPRD,reactome","117,513,311,209,782,000,000,000"
VCAM1,ITGB2,"fantom5,HPMR",10438935
VCAM1,ITGB7,"HPRD,fantom5",12682249
VCAN,CD44,"HPRD,fantom5",10950950
VCAN,EGFR,fantom5,16045811
VCAN,ITGA4,"fantom5,HPRD",11083865
VCAN,ITGB1,"HPRD,fantom5",11805102
VCAN,SELL,fantom5,
VCAN,SELP,"fantom5,HPRD",10950950
VCAN,TLR1,fantom5,
VCAN,TLR2,fantom5,19122641
VCL,ITGB5,reactome,
VEGFA,EGFR,fantom5,
VEGFA,EPHB2,"HPRD,fantom5",17318185
VEGFA,FLT1,"HPRD,HPMR,fantom5,uniprot,IUPHAR","862,142,715,637,071,000,000,000,000,000"
VEGFA,GPC1,"HPRD,fantom5",10196157
VEGFA,ITGA9,fantom5,
VEGFA,ITGAV,fantom5,
VEGFA,ITGB1,fantom5,
VEGFA,ITGB3,reactome,
VEGFA,KDR,"HPRD,fantom5,uniprot,IUPHAR,HPMR","86,214,271,563,707,100,000,000"
VEGFA,NRP1,"HPRD,fantom5,HPMR","11,986,311,156,370,700,000,000,000,000,000,000,000,000,000,000"
VEGFA,NRP2,"HPRD,fantom5",10748121
VEGFA,RET,fantom5,
VEGFA,SIRPA,fantom5,
VEGFA,TYRO3,fantom5,
VEGFB,FLT1,"HPRD,HPMR,fantom5,IUPHAR","97517301,98"
VEGFB,NRP1,"HPMR,uniprot,fantom5,HPRD","4,096,771,041"
VEGFB,RET,fantom5,
VEGFB,TYRO3,fantom5,
VEGFC,FLT1,fantom5,
VEGFC,FLT4,"HPMR,IUPHAR,uniprot,fantom5,HPRD","12,881,528,870,087,200,000,000"
VEGFC,ITGA9,fantom5,
VEGFC,ITGB1,fantom5,
VEGFC,KDR,"HPRD,HPMR,IUPHAR,uniprot,fantom5","86,126,001,133,269,100,000,000"
VEGFC,LYVE1,fantom5,
VEGFC,NRP2,"HPMR,fantom5",8612600
VEGFC,VIPR2,"fantom5,HPMR",12881528
VEGFD,FLT1,fantom5,
VEGFD,FLT4,"HPMR,fantom5,IUPHAR,uniprot,HPRD",
VEGFD,ITGA1,fantom5,
VEGFD,ITGA2,fantom5,
VEGFD,ITGA4,fantom5,
VEGFD,ITGA5,fantom5,
VEGFD,ITGA9,"fantom5,HPRD",
VEGFD,ITGB1,fantom5,
VEGFD,KDR,"HPRD,fantom5,uniprot,HPMR",
VEGFD,NRP2,"HPMR,fantom5",
VIM,CD44,fantom5,22216242
VIP,ADCYAP1R1,"IUPHAR,fantom5,reactome","105,837,291,693,063,000,000,000"
VIP,ADRB2,reactome,
VIP,ADRB3,reactome,
VIP,GPR20,reactome,
VIP,GPR84,reactome,
VIP,NPR3,fantom5,
VIP,PTH1R,reactome,
VIP,RAMP2,reactome,
VIP,RAMP3,reactome,
VIP,SCTR,"fantom5,IUPHAR",1646711
VIP,TSHR,reactome,
VIP,VIPR1,"IUPHAR,fantom5,HPMR,HPRD,reactome","1,102,752,787,910,090,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
VIP,VIPR2,"HPRD,fantom5,IUPHAR,HPMR","1,222,074,116,930,630,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
VTN,CD47,fantom5,
VTN,ITGA2B,fantom5,
VTN,ITGA3,fantom5,
VTN,ITGA5,"HPMR,fantom5",11331280
VTN,ITGA8,"fantom5,HPRD",7559467
VTN,ITGAV,fantom5,23154389
VTN,ITGB1,"reactome,fantom5",
VTN,ITGB3,"HPMR,fantom5,reactome,HPRD","11331280,16"
VTN,ITGB5,"fantom5,reactome",
VTN,ITGB6,"fantom5,HPRD",8120056
VTN,ITGB8,"fantom5,HPRD",11156415
VTN,KDR,fantom5,
VTN,PLAUR,"HPRD,fantom5",8830783
VTN,PVR,"fantom5,HPRD",11437656
VTN,TNFRSF11B,"HPRD,fantom5",15799029
VWF,GP1BA,"fantom5,HPRD","12,183,630,120,871,000,000,000"
VWF,ITGA2B,"fantom5,HPRD",1737795
VWF,ITGB3,reactome,
VWF,SELP,fantom5,
VWF,SIRPA,fantom5,
VWF,TNFRSF11B,"HPRD,fantom5",15799029
WNT11,FZD7,"HPMR,fantom5",10862746
WNT16,FZD6,fantom5,
WNT1,FZD1,fantom5,
WNT1,FZD3,"fantom5,HPMR",14642436
WNT1,FZD5,fantom5,
WNT1,FZD7,fantom5,
WNT1,FZD8,"HPRD,fantom5,HPMR",15454084
WNT1,FZD9,"HPRD,fantom5,HPMR",9147651
WNT1,LRP5,"reactome,HPRD,fantom5",11336703
WNT1,LRP6,"HPRD,fantom5","11029007,11"
WNT1,RYK,"HPRD,reactome,fantom5,HPMR",15454084
WNT2,FZD1,"HPRD,fantom5",10557084
WNT2,FZD5,fantom5,18302287
WNT2,FZD7,fantom5,23815780
WNT2,FZD8,fantom5,23815780
WNT2,FZD9,"fantom5,HPRD",12138115
WNT2,LRP6,fantom5,
WNT3A,APCDD1,fantom5,20393562
WNT3A,ATP6AP2,fantom5,
WNT3A,FZD1,"fantom5,HPRD",10557084
WNT3A,FZD2,fantom5,18215320
WNT3A,FZD5,fantom5,22753465
WNT3A,FZD6,"IUPHAR,fantom5","21665003,21"
WNT3A,FZD7,fantom5,18215320
WNT3A,FZD8,fantom5,22303445
WNT3A,LRP1,"fantom5,HPRD",14739301
WNT3A,LRP5,reactome,
WNT3A,LRP6,"fantom5,HPRD","14739301,13"
WNT3A,RYK,"fantom5,HPRD,reactome",15454084
WNT3,FZD1,"fantom5,HPRD",10557084
WNT3,FZD5,fantom5,
WNT3,FZD7,fantom5,18313787
WNT3,FZD8,"fantom5,HPMR","18528331,15"
WNT3,LRP6,"fantom5,HPMR",18528331
WNT3,RYK,"reactome,fantom5,HPMR",15454084
WNT4,FZD2,"fantom5,HPMR",12325120
WNT4,FZD6,"HPRD,HPMR,IUPHAR,fantom5","152,656,862,154,128,000,000,000"
WNT5A,ADRB2,reactome,
WNT5A,FZD1,"fantom5,HPRD",10557084
WNT5A,FZD2,"HPMR,fantom5",9389482
WNT5A,FZD4,"fantom5,HPMR",10990458
WNT5A,FZD5,"fantom5,HPRD",9054360
WNT5A,FZD6,"fantom5,IUPHAR",21665003
WNT5A,FZD7,"HPMR,fantom5",10990458
WNT5A,FZD8,fantom5,21518267
WNT5A,LDLR,reactome,
WNT5A,LRP2,reactome,
WNT5A,LRP5,fantom5,16602827
WNT5A,MCAM,fantom5,24335906
WNT5A,ROR1,fantom5,18287027
WNT5A,ROR2,"fantom5,reactome,HPRD",12839624
WNT5A,RYK,"fantom5,HPMR,reactome",15598975
WNT7A,FZD10,fantom5,18567805
WNT7A,FZD5,"HPMR,fantom5,HPRD",12857724
WNT7A,FZD9,"HPRD,fantom5",15705594
WNT7A,LRP6,fantom5,
WNT7B,FZD1,"fantom5,HPMR",15923619
WNT7B,FZD10,"fantom5,HPMR",15923619
WNT7B,LRP5,"HPMR,fantom5",15923619
WNT8A,LRP5,reactome,
WNT8B,LRP5,reactome,
XCL1,XCR1,"literature,IUPHAR,fantom5,HPMR,HPRD",10699158
XCL2,XCR1,"HPRD,fantom5,literature,IUPHAR",10699158
YARS,CXCR1,"IUPHAR,fantom5",
ZG16B,CXCR4,fantom5,20802527
ZG16B,TLR2,fantom5,20802527
ZG16B,TLR4,fantom5,20802527
ZG16B,TLR5,fantom5,20802527
ZG16B,TLR6,fantom5,20802527
ZP3,EGFR,fantom5,
ZP3,MERTK,"fantom5,HPMR",7541556
DEFB103B,CCR6,literature,23390582
DEFB103B,CCR2,literature,23390582
MTf,PLG,literature,15936756
FYN,SPN,literature,8910342
VCAM1,MSN,literature,12082081
VCAM1,EZR,literature,12082081
SHP1,CLEC12A,literature,28606940
TP53,TNFRSF10D,literature,16230375
ADAM10,NOTCH1,literature,22399336
ADAM10,EFNA3,literature,19823572
AGT,ENPEP,literature,29900035
LGALS8,ITGA3,literature,10852818
TIMP3,ADAM17,literature,20980382
SHP1,FCRL4,literature,21908428
SHP2,FCRL4,literature,21908428
TYROBP,TREM1,literature,18192027
ADA,DPP4,literature,21738897
FYN,THY1,literature,25416548
RAP,LRP1,literature,27956551
FADD,FAS,literature,19118384
SYK,FCGR2A,literature,9632805
SHH,GAS1,literature,17848687
LGALS1,ITGB1,literature,14550305
LGALS1,PTPRC,literature,10369126
SFTPD,SIRPA,literature,22511785
CD6,ALCAM,literature,26146185
CD59,CD2,literature,1385156
ST6GAL1,CD22,literature,1717156
BSG,SELE,literature,19443639
MICA,KLRK1,literature,11491531
MICB,KLRK1,literature,11491531
TIM-1,CD300LB,literature,20566714
BST2,LILRA4,literature,20193018
ITGB2,THY1,literature,27765629
SHP1,CD300LF,literature,15549731
CD48,CD244,literature,15870174
HLA-F,KIR3DL1,literature,27455421
CEACAM1,CD209,literature,16282604
PECAM1,CD38,literature,9551996
DLK1,NOTCH1,literature,22353464
DLL3,NOTCH1,literature,22353464
DLK1,NOTCH2,literature,22353464
DLL3,NOTCH2,literature,22353464
DLL4,NOTCH2,literature,22353464
DLK1,NOTCH3,literature,22353464
DLL3,NOTCH3,literature,22353464
DLL4,NOTCH3,literature,22353464
DLK1,NOTCH4,literature,22353464
DLL3,NOTCH4,literature,22353464
CD22,PTPRC,literature,12115612
MRC1,PTPRC,literature,10575006
PVR,NECTIN3,literature,19011627
NECTIN2,NECTIN3,literature,19011627
DSC2,DSG2,literature,27298358
DSC2,DSG1,literature,27298358
DSC1,DSG1,literature,27298358
DSC1,DSG2,literature,27298358
DSC3,DSG1,literature,27298358
DSC3,DSG2,literature,27298358
PVR,CD96,literature,24658051
NECTIN1,NECTIN3,literature,12740392
BY55,TNFRSF14,literature,21959263
LILRB4,LAIR1,literature,19283782
ICAM1,SPN,literature,1683685
CEACAM5,CEACAM1,literature,24987108
CEACAM6,CEACAM1,literature,21982860
CEACAM8,CEACAM1,literature,24743304
JAG1,CD46,literature,23086448
FCER2,CR2,literature,16785534
WNT5A,FZD3,literature,24032637
WNT2,FZD3,literature,24032637
CD99,PILRA,literature,18234675
CEACAM6,CEACAM8,literature,11590190
CEACAM5,CD8A,literature,24104458
CEACAM5,CD1D,literature,24104458
CD1D,LILRB2,literature,19124746
HLA-F,KIR3DL2,literature,27455421
CD274,CD80,literature,17629517
HLA-F,LILRB1,literature,11169396
HLA-F,LILRB2,literature,11169396
CD177,PECAM1,literature,17580308
KLRB1,CLEC2D,literature,24223577
CLEC2B,KLRF1,literature,24223577
CLEC2A,KLRF2,literature,24223577
HLAE,KLRK1,literature,24223577
INHBE,ACVR2B,literature,22710174
CD47,SIRPG,literature,15294972
WNT2,FZD4,literature,24032637
WNT7B,FZD4,literature,24032637
